,,table 1,,,table 2,,,,,table 3,
,,rule octect,rule number,,ruleoctect parent,rulenumber parent,ruleoctect child,rulenuber child,,rulenumber parent,rulenuber child
,,,,,00000100,4,00010101,21,,4,21
,,,,,00000100,4,00010110,22,,4,22
,,,,,00000100,4,00010111,23,,4,23
,,,,,00000100,4,00011100,28,,4,28
,,,,,00000100,4,00011101,29,,4,29
,,,,,00000100,4,00011110,30,,4,30
,,,,,00000100,4,00011111,31,,4,31
,,,,,00000100,4,00100100,36,,4,36
,,,,,00000100,4,00100101,37,,4,37
,,,,,00000100,4,00100110,38,,4,38
,,,,,00000100,4,00100111,39,,4,39
,,,,,00000100,4,00101100,44,,4,44
,,,,,00000100,4,00101101,45,,4,45
,,,,,00000100,4,00101110,46,,4,46
,,,,,00000100,4,00101111,47,,4,47
,,,,,00000100,4,00110100,52,,4,52
,,,,,00000100,4,00110101,53,,4,53
,,,,,00000100,4,00110110,54,,4,54
,,,,,00000100,4,00110111,55,,4,55
,,,,,00000100,4,00111100,60,,4,60
,,,,,00000100,4,00111101,61,,4,61
,,,,,00000100,4,00111110,62,,4,62
,,,,,00000100,4,00111111,63,,4,63
,,,,,00000100,4,01000100,68,,4,68
,,,,,00000100,4,01000101,69,,4,69
,,,,,00000100,4,01000110,70,,4,70
,,,,,00000100,4,01000111,71,,4,71
,,,,,00000100,4,01001100,76,,4,76
,,,,,00000100,4,01001101,77,,4,77
,,,,,00000100,4,01001110,78,,4,78
,,,,,00000100,4,01001111,79,,4,79
,,,,,00000100,4,01010100,84,,4,84
,,,,,00000100,4,01010101,85,,4,85
,,,,,00000100,4,01010110,86,,4,86
,,,,,00000100,4,01010111,87,,4,87
,,,,,00000100,4,01011100,92,,4,92
,,,,,00000100,4,01011101,93,,4,93
,,,,,00000100,4,01011110,94,,4,94
,,,,,00000100,4,01011111,95,,4,95
,,,,,00000100,4,01100100,100,,4,100
,,,,,00000100,4,01100101,101,,4,101
,,,,,00000100,4,01100110,102,,4,102
,,,,,00000100,4,01100111,103,,4,103
,,,,,00000100,4,01101100,108,,4,108
,,,,,00000100,4,01101101,109,,4,109
,,,,,00000100,4,01101110,110,,4,110
,,,,,00000100,4,01101111,111,,4,111
,,,,,00000100,4,01110100,116,,4,116
,,,,,00000100,4,01110101,117,,4,117
,,,,,00000100,4,01110110,118,,4,118
,,,,,00000100,4,01110111,119,,4,119
,,,,,00000100,4,01111100,124,,4,124
,,,,,00000100,4,01111101,125,,4,125
,,,,,00000100,4,01111110,126,,4,126
,,,,,00000100,4,01111111,127,,4,127
,,,,,00000100,4,10000100,132,,4,132
,,,,,00000100,4,10000101,133,,4,133
,,,,,00000100,4,10000110,134,,4,134
,,,,,00000100,4,10000111,135,,4,135
,,,,,00000100,4,10001100,140,,4,140
,,,,,00000100,4,10001101,141,,4,141
,,,,,00000100,4,10001110,142,,4,142
,,,,,00000100,4,10001111,143,,4,143
,,,,,00000100,4,10010100,148,,4,148
,,,,,00000100,4,10010101,149,,4,149
,,,,,00000100,4,10010110,150,,4,150
,,,,,00000100,4,10010111,151,,4,151
,,,,,00000100,4,10011100,156,,4,156
,,,,,00000100,4,10011101,157,,4,157
,,,,,00000100,4,10011110,158,,4,158
,,,,,00000100,4,10011111,159,,4,159
,,,,,00000100,4,10100100,164,,4,164
,,,,,00000100,4,10100101,165,,4,165
,,,,,00000100,4,10100110,166,,4,166
,,,,,00000100,4,10100111,167,,4,167
,,,,,00000100,4,10101100,172,,4,172
,,,,,00000100,4,10101101,173,,4,173
,,,,,00000100,4,10101110,174,,4,174
,,,,,00000100,4,10101111,175,,4,175
,,,,,00000100,4,10110100,180,,4,180
,,,,,00000100,4,10110101,181,,4,181
,,,,,00000100,4,10110110,182,,4,182
,,,,,00000100,4,10110111,183,,4,183
,,,,,00000100,4,10111100,188,,4,188
,,,,,00000100,4,10111101,189,,4,189
,,,,,00000100,4,10111110,190,,4,190
,,,,,00000100,4,10111111,191,,4,191
,,,,,00000100,4,11000100,196,,4,196
,,,,,00000100,4,11000101,197,,4,197
,,,,,00000100,4,11000110,198,,4,198
,,,,,00000100,4,11000111,199,,4,199
,,,,,00000100,4,11001100,204,,4,204
,,,,,00000100,4,11001101,205,,4,205
,,,,,00000100,4,11001110,206,,4,206
,,,,,00000100,4,11001111,207,,4,207
,,,,,00000100,4,11010100,212,,4,212
,,,,,00000100,4,11010101,213,,4,213
,,,,,00000100,4,11010110,214,,4,214
,,,,,00000100,4,11010111,215,,4,215
,,,,,00000100,4,11011100,220,,4,220
,,,,,00000100,4,11011101,221,,4,221
,,,,,00000100,4,11011110,222,,4,222
,,,,,00000100,4,11011111,223,,4,223
,,,,,00000100,4,11100100,228,,4,228
,,,,,00000100,4,11100101,229,,4,229
,,,,,00000100,4,11100110,230,,4,230
,,,,,00000100,4,11100111,231,,4,231
,,,,,00000100,4,11101100,236,,4,236
,,,,,00000100,4,11101101,237,,4,237
,,,,,00000100,4,11101110,238,,4,238
,,,,,00000100,4,11101111,239,,4,239
,,,,,00000100,4,11110100,244,,4,244
,,,,,00000100,4,11110101,245,,4,245
,,,,,00000100,4,11110110,246,,4,246
,,,,,00000100,4,11110111,247,,4,247
,,,,,00000100,4,11111100,252,,4,252
,,,,,00000100,4,11111101,253,,4,253
,,,,,00000100,4,11111110,254,,4,254
,,,,,00000100,4,11111111,255,,4,255
,,,,,00000101,5,00000101,5,,5,5
,,,,,00000101,5,00000111,7,,5,7
,,,,,00000101,5,00001101,13,,5,13
,,,,,00000101,5,00001111,15,,5,15
,,,,,00000101,5,00010101,21,,5,21
,,,,,00000101,5,00010111,23,,5,23
,,,,,00000101,5,00011101,29,,5,29
,,,,,00000101,5,00011111,31,,5,31
,,,,,00000101,5,00100101,37,,5,37
,,,,,00000101,5,00100111,39,,5,39
,,,,,00000101,5,00101101,45,,5,45
,,,,,00000101,5,00101111,47,,5,47
,,,,,00000101,5,00110101,53,,5,53
,,,,,00000101,5,00110111,55,,5,55
,,,,,00000101,5,00111101,61,,5,61
,,,,,00000101,5,00111111,63,,5,63
,,,,,00000101,5,01000101,69,,5,69
,,,,,00000101,5,01000111,71,,5,71
,,,,,00000101,5,01001101,77,,5,77
,,,,,00000101,5,01001111,79,,5,79
,,,,,00000101,5,01010101,85,,5,85
,,,,,00000101,5,01010111,87,,5,87
,,,,,00000101,5,01011101,93,,5,93
,,,,,00000101,5,01011111,95,,5,95
,,,,,00000101,5,01100101,101,,5,101
,,,,,00000101,5,01100111,103,,5,103
,,,,,00000101,5,01101101,109,,5,109
,,,,,00000101,5,01101111,111,,5,111
,,,,,00000101,5,01110101,117,,5,117
,,,,,00000101,5,01110111,119,,5,119
,,,,,00000101,5,01111101,125,,5,125
,,,,,00000101,5,01111111,127,,5,127
,,,,,00000101,5,10000101,133,,5,133
,,,,,00000101,5,10000111,135,,5,135
,,,,,00000101,5,10001101,141,,5,141
,,,,,00000101,5,10001111,143,,5,143
,,,,,00000101,5,10010101,149,,5,149
,,,,,00000101,5,10010111,151,,5,151
,,,,,00000101,5,10011101,157,,5,157
,,,,,00000101,5,10011111,159,,5,159
,,,,,00000101,5,10100101,165,,5,165
,,,,,00000101,5,10100111,167,,5,167
,,,,,00000101,5,10101101,173,,5,173
,,,,,00000101,5,10101111,175,,5,175
,,,,,00000101,5,10110101,181,,5,181
,,,,,00000101,5,10110111,183,,5,183
,,,,,00000101,5,10111101,189,,5,189
,,,,,00000101,5,10111111,191,,5,191
,,,,,00000101,5,11000101,197,,5,197
,,,,,00000101,5,11000111,199,,5,199
,,,,,00000101,5,11001101,205,,5,205
,,,,,00000101,5,11001111,207,,5,207
,,,,,00000101,5,11010101,213,,5,213
,,,,,00000101,5,11010111,215,,5,215
,,,,,00000101,5,11011101,221,,5,221
,,,,,00000101,5,11011111,223,,5,223
,,,,,00000101,5,11100101,229,,5,229
,,,,,00000101,5,11100111,231,,5,231
,,,,,00000101,5,11101101,237,,5,237
,,,,,00000101,5,11101111,239,,5,239
,,,,,00000101,5,11110101,245,,5,245
,,,,,00000101,5,11110111,247,,5,247
,,,,,00000101,5,11111101,253,,5,253
,,,,,00000101,5,11111111,255,,5,255
,,,,,00000110,6,00000110,6,,6,6
,,,,,00000110,6,00000111,7,,6,7
,,,,,00000110,6,00001110,14,,6,14
,,,,,00000110,6,00001111,15,,6,15
,,,,,00000110,6,00010110,22,,6,22
,,,,,00000110,6,00010111,23,,6,23
,,,,,00000110,6,00011110,30,,6,30
,,,,,00000110,6,00011111,31,,6,31
,,,,,00000110,6,00100110,38,,6,38
,,,,,00000110,6,00100111,39,,6,39
,,,,,00000110,6,00101110,46,,6,46
,,,,,00000110,6,00101111,47,,6,47
,,,,,00000110,6,00110110,54,,6,54
,,,,,00000110,6,00110111,55,,6,55
,,,,,00000110,6,00111110,62,,6,62
,,,,,00000110,6,00111111,63,,6,63
,,,,,00000110,6,01000110,70,,6,70
,,,,,00000110,6,01000111,71,,6,71
,,,,,00000110,6,01001110,78,,6,78
,,,,,00000110,6,01001111,79,,6,79
,,,,,00000110,6,01010110,86,,6,86
,,,,,00000110,6,01010111,87,,6,87
,,,,,00000110,6,01011110,94,,6,94
,,,,,00000110,6,01011111,95,,6,95
,,,,,00000110,6,01100110,102,,6,102
,,,,,00000110,6,01100111,103,,6,103
,,,,,00000110,6,01101110,110,,6,110
,,,,,00000110,6,01101111,111,,6,111
,,,,,00000110,6,01110110,118,,6,118
,,,,,00000110,6,01110111,119,,6,119
,,,,,00000110,6,01111110,126,,6,126
,,,,,00000110,6,01111111,127,,6,127
,,,,,00000110,6,10000110,134,,6,134
,,,,,00000110,6,10000111,135,,6,135
,,,,,00000110,6,10001110,142,,6,142
,,,,,00000110,6,10001111,143,,6,143
,,,,,00000110,6,10010110,150,,6,150
,,,,,00000110,6,10010111,151,,6,151
,,,,,00000110,6,10011110,158,,6,158
,,,,,00000110,6,10011111,159,,6,159
,,,,,00000110,6,10100110,166,,6,166
,,,,,00000110,6,10100111,167,,6,167
,,,,,00000110,6,10101110,174,,6,174
,,,,,00000110,6,10101111,175,,6,175
,,,,,00000110,6,10110110,182,,6,182
,,,,,00000110,6,10110111,183,,6,183
,,,,,00000110,6,10111110,190,,6,190
,,,,,00000110,6,10111111,191,,6,191
,,,,,00000110,6,11000110,198,,6,198
,,,,,00000110,6,11000111,199,,6,199
,,,,,00000110,6,11001110,206,,6,206
,,,,,00000110,6,11001111,207,,6,207
,,,,,00000110,6,11010110,214,,6,214
,,,,,00000110,6,11010111,215,,6,215
,,,,,00000110,6,11011110,222,,6,222
,,,,,00000110,6,11011111,223,,6,223
,,,,,00000110,6,11100110,230,,6,230
,,,,,00000110,6,11100111,231,,6,231
,,,,,00000110,6,11101110,238,,6,238
,,,,,00000110,6,11101111,239,,6,239
,,,,,00000110,6,11110110,246,,6,246
,,,,,00000110,6,11110111,247,,6,247
,,,,,00000110,6,11111110,254,,6,254
,,,,,00000110,6,11111111,255,,6,255
,,,,,00000111,7,00000111,7,,7,7
,,,,,00000111,7,00001111,15,,7,15
,,,,,00000111,7,00010111,23,,7,23
,,,,,00000111,7,00011111,31,,7,31
,,,,,00000111,7,00100111,39,,7,39
,,,,,00000111,7,00101111,47,,7,47
,,,,,00000111,7,00110111,55,,7,55
,,,,,00000111,7,00111111,63,,7,63
,,,,,00000111,7,01000111,71,,7,71
,,,,,00000111,7,01001111,79,,7,79
,,,,,00000111,7,01010111,87,,7,87
,,,,,00000111,7,01011111,95,,7,95
,,,,,00000111,7,01100111,103,,7,103
,,,,,00000111,7,01101111,111,,7,111
,,,,,00000111,7,01110111,119,,7,119
,,,,,00000111,7,01111111,127,,7,127
,,,,,00000111,7,10000111,135,,7,135
,,,,,00000111,7,10001111,143,,7,143
,,,,,00000111,7,10010111,151,,7,151
,,,,,00000111,7,10011111,159,,7,159
,,,,,00000111,7,10100111,167,,7,167
,,,,,00000111,7,10101111,175,,7,175
,,,,,00000111,7,10110111,183,,7,183
,,,,,00000111,7,10111111,191,,7,191
,,,,,00000111,7,11000111,199,,7,199
,,,,,00000111,7,11001111,207,,7,207
,,,,,00000111,7,11010111,215,,7,215
,,,,,00000111,7,11011111,223,,7,223
,,,,,00000111,7,11100111,231,,7,231
,,,,,00000111,7,11101111,239,,7,239
,,,,,00000111,7,11110111,247,,7,247
,,,,,00000111,7,11111111,255,,7,255
,,,,,00001000,8,00001000,8,,8,8
,,,,,00001000,8,00001001,9,,8,9
,,,,,00001000,8,00001010,10,,8,10
,,,,,00001000,8,00001011,11,,8,11
,,,,,00001000,8,00001100,12,,8,12
,,,,,00001000,8,00001101,13,,8,13
,,,,,00001000,8,00001110,14,,8,14
,,,,,00001000,8,00001111,15,,8,15
,,,,,00001000,8,00011000,24,,8,24
,,,,,00001000,8,00011001,25,,8,25
,,,,,00001000,8,00011010,26,,8,26
,,,,,00001000,8,00011011,27,,8,27
,,,,,00001000,8,00011100,28,,8,28
,,,,,00001000,8,00011101,29,,8,29
,,,,,00001000,8,00011110,30,,8,30
,,,,,00001000,8,00011111,31,,8,31
,,,,,00001000,8,00101000,40,,8,40
,,,,,00001000,8,00101001,41,,8,41
,,,,,00001000,8,00101010,42,,8,42
,,,,,00001000,8,00101011,43,,8,43
,,,,,00001000,8,00101100,44,,8,44
,,,,,00001000,8,00101101,45,,8,45
,,,,,00001000,8,00101110,46,,8,46
,,,,,00001000,8,00101111,47,,8,47
,,,,,00001000,8,00111000,56,,8,56
,,,,,00001000,8,00111001,57,,8,57
,,,,,00001000,8,00111010,58,,8,58
,,,,,00001000,8,00111011,59,,8,59
,,,,,00001000,8,00111100,60,,8,60
,,,,,00001000,8,00111101,61,,8,61
,,,,,00001000,8,00111110,62,,8,62
,,,,,00001000,8,00111111,63,,8,63
,,,,,00001000,8,01001000,72,,8,72
,,,,,00001000,8,01001001,73,,8,73
,,,,,00001000,8,01001010,74,,8,74
,,,,,00001000,8,01001011,75,,8,75
,,,,,00001000,8,01001100,76,,8,76
,,,,,00001000,8,01001101,77,,8,77
,,,,,00001000,8,01001110,78,,8,78
,,,,,00001000,8,01001111,79,,8,79
,,,,,00001000,8,01011000,88,,8,88
,,,,,00001000,8,01011001,89,,8,89
,,,,,00001000,8,01011010,90,,8,90
,,,,,00001000,8,01011011,91,,8,91
,,,,,00001000,8,01011100,92,,8,92
,,,,,00001000,8,01011101,93,,8,93
,,,,,00001000,8,01011110,94,,8,94
,,,,,00001000,8,01011111,95,,8,95
,,,,,00001000,8,01101000,104,,8,104
,,,,,00001000,8,01101001,105,,8,105
,,,,,00001000,8,01101010,106,,8,106
,,,,,00001000,8,01101011,107,,8,107
,,,,,00001000,8,01101100,108,,8,108
,,,,,00001000,8,01101101,109,,8,109
,,,,,00001000,8,01101110,110,,8,110
,,,,,00001000,8,01101111,111,,8,111
,,,,,00001000,8,01111000,120,,8,120
,,,,,00001000,8,01111001,121,,8,121
,,,,,00001000,8,01111010,122,,8,122
,,,,,00001000,8,01111011,123,,8,123
,,,,,00001000,8,01111100,124,,8,124
,,,,,00001000,8,01111101,125,,8,125
,,,,,00001000,8,01111110,126,,8,126
,,,,,00001000,8,01111111,127,,8,127
,,,,,00001000,8,10001000,136,,8,136
,,,,,00001000,8,10001001,137,,8,137
,,,,,00001000,8,10001010,138,,8,138
,,,,,00001000,8,10001011,139,,8,139
,,,,,00001000,8,10001100,140,,8,140
,,,,,00001000,8,10001101,141,,8,141
,,,,,00001000,8,10001110,142,,8,142
,,,,,00001000,8,10001111,143,,8,143
,,,,,00001000,8,10011000,152,,8,152
,,,,,00001000,8,10011001,153,,8,153
,,,,,00001000,8,10011010,154,,8,154
,,,,,00001000,8,10011011,155,,8,155
,,,,,00001000,8,10011100,156,,8,156
,,,,,00001000,8,10011101,157,,8,157
,,,,,00001000,8,10011110,158,,8,158
,,,,,00001000,8,10011111,159,,8,159
,,,,,00001000,8,10101000,168,,8,168
,,,,,00001000,8,10101001,169,,8,169
,,,,,00001000,8,10101010,170,,8,170
,,,,,00001000,8,10101011,171,,8,171
,,,,,00001000,8,10101100,172,,8,172
,,,,,00001000,8,10101101,173,,8,173
,,,,,00001000,8,10101110,174,,8,174
,,,,,00001000,8,10101111,175,,8,175
,,,,,00001000,8,10111000,184,,8,184
,,,,,00001000,8,10111001,185,,8,185
,,,,,00001000,8,10111010,186,,8,186
,,,,,00001000,8,10111011,187,,8,187
,,,,,00001000,8,10111100,188,,8,188
,,,,,00001000,8,10111101,189,,8,189
,,,,,00001000,8,10111110,190,,8,190
,,,,,00001000,8,10111111,191,,8,191
,,,,,00001000,8,11001000,200,,8,200
,,,,,00001000,8,11001001,201,,8,201
,,,,,00001000,8,11001010,202,,8,202
,,,,,00001000,8,11001011,203,,8,203
,,,,,00001000,8,11001100,204,,8,204
,,,,,00001000,8,11001101,205,,8,205
,,,,,00001000,8,11001110,206,,8,206
,,,,,00001000,8,11001111,207,,8,207
,,,,,00001000,8,11011000,216,,8,216
,,,,,00001000,8,11011001,217,,8,217
,,,,,00001000,8,11011010,218,,8,218
,,,,,00001000,8,11011011,219,,8,219
,,,,,00001000,8,11011100,220,,8,220
,,,,,00001000,8,11011101,221,,8,221
,,,,,00001000,8,11011110,222,,8,222
,,,,,00001000,8,11011111,223,,8,223
,,,,,00001000,8,11101000,232,,8,232
,,,,,00001000,8,11101001,233,,8,233
,,,,,00001000,8,11101010,234,,8,234
,,,,,00001000,8,11101011,235,,8,235
,,,,,00001000,8,11101100,236,,8,236
,,,,,00001000,8,11101101,237,,8,237
,,,,,00001000,8,11101110,238,,8,238
,,,,,00001000,8,11101111,239,,8,239
,,,,,00001000,8,11111000,248,,8,248
,,,,,00001000,8,11111001,249,,8,249
,,,,,00001000,8,11111010,250,,8,250
,,,,,00001000,8,11111011,251,,8,251
,,,,,00001000,8,11111100,252,,8,252
,,,,,00001000,8,11111101,253,,8,253
,,,,,00001000,8,11111110,254,,8,254
,,,,,00001000,8,11111111,255,,8,255
,,,,,00001001,9,00001001,9,,9,9
,,,,,00001001,9,00001011,11,,9,11
,,,,,00001001,9,00001101,13,,9,13
,,,,,00001001,9,00001111,15,,9,15
,,,,,00001001,9,00011001,25,,9,25
,,,,,00001001,9,00011011,27,,9,27
,,,,,00001001,9,00011101,29,,9,29
,,,,,00001001,9,00011111,31,,9,31
,,,,,00001001,9,00101001,41,,9,41
,,,,,00001001,9,00101011,43,,9,43
,,,,,00001001,9,00101101,45,,9,45
,,,,,00001001,9,00101111,47,,9,47
,,,,,00001001,9,00111001,57,,9,57
,,,,,00001001,9,00111011,59,,9,59
,,,,,00001001,9,00111101,61,,9,61
,,,,,00001001,9,00111111,63,,9,63
,,,,,00001001,9,01001001,73,,9,73
,,,,,00001001,9,01001011,75,,9,75
,,,,,00001001,9,01001101,77,,9,77
,,,,,00001001,9,01001111,79,,9,79
,,,,,00001001,9,01011001,89,,9,89
,,,,,00001001,9,01011011,91,,9,91
,,,,,00001001,9,01011101,93,,9,93
,,,,,00001001,9,01011111,95,,9,95
,,,,,00001001,9,01101001,105,,9,105
,,,,,00001001,9,01101011,107,,9,107
,,,,,00001001,9,01101101,109,,9,109
,,,,,00001001,9,01101111,111,,9,111
,,,,,00001001,9,01111001,121,,9,121
,,,,,00001001,9,01111011,123,,9,123
,,,,,00001001,9,01111101,125,,9,125
,,,,,00001001,9,01111111,127,,9,127
,,,,,00001001,9,10001001,137,,9,137
,,,,,00001001,9,10001011,139,,9,139
,,,,,00001001,9,10001101,141,,9,141
,,,,,00001001,9,10001111,143,,9,143
,,,,,00001001,9,10011001,153,,9,153
,,,,,00001001,9,10011011,155,,9,155
,,,,,00001001,9,10011101,157,,9,157
,,,,,00001001,9,10011111,159,,9,159
,,,,,00001001,9,10101001,169,,9,169
,,,,,00001001,9,10101011,171,,9,171
,,,,,00001001,9,10101101,173,,9,173
,,,,,00001001,9,10101111,175,,9,175
,,,,,00001001,9,10111001,185,,9,185
,,,,,00001001,9,10111011,187,,9,187
,,,,,00001001,9,10111101,189,,9,189
,,,,,00001001,9,10111111,191,,9,191
,,,,,00001001,9,11001001,201,,9,201
,,,,,00001001,9,11001011,203,,9,203
,,,,,00001001,9,11001101,205,,9,205
,,,,,00001001,9,11001111,207,,9,207
,,,,,00001001,9,11011001,217,,9,217
,,,,,00001001,9,11011011,219,,9,219
,,,,,00001001,9,11011101,221,,9,221
,,,,,00001001,9,11011111,223,,9,223
,,,,,00001001,9,11101001,233,,9,233
,,,,,00001001,9,11101011,235,,9,235
,,,,,00001001,9,11101101,237,,9,237
,,,,,00001001,9,11101111,239,,9,239
,,,,,00001001,9,11111001,249,,9,249
,,,,,00001001,9,11111011,251,,9,251
,,,,,00001001,9,11111101,253,,9,253
,,,,,00001001,9,11111111,255,,9,255
,,,,,00001010,10,00001010,10,,10,10
,,,,,00001010,10,00001011,11,,10,11
,,,,,00001010,10,00001110,14,,10,14
,,,,,00001010,10,00001111,15,,10,15
,,,,,00001010,10,00011010,26,,10,26
,,,,,00001010,10,00011011,27,,10,27
,,,,,00001010,10,00011110,30,,10,30
,,,,,00001010,10,00011111,31,,10,31
,,,,,00001010,10,00101010,42,,10,42
,,,,,00001010,10,00101011,43,,10,43
,,,,,00001010,10,00101110,46,,10,46
,,,,,00001010,10,00101111,47,,10,47
,,,,,00001010,10,00111010,58,,10,58
,,,,,00001010,10,00111011,59,,10,59
,,,,,00001010,10,00111110,62,,10,62
,,,,,00001010,10,00111111,63,,10,63
,,,,,00001010,10,01001010,74,,10,74
,,,,,00001010,10,01001011,75,,10,75
,,,,,00001010,10,01001110,78,,10,78
,,,,,00001010,10,01001111,79,,10,79
,,,,,00001010,10,01011010,90,,10,90
,,,,,00001010,10,01011011,91,,10,91
,,,,,00001010,10,01011110,94,,10,94
,,,,,00001010,10,01011111,95,,10,95
,,,,,00001010,10,01101010,106,,10,106
,,,,,00001010,10,01101011,107,,10,107
,,,,,00001010,10,01101110,110,,10,110
,,,,,00001010,10,01101111,111,,10,111
,,,,,00001010,10,01111010,122,,10,122
,,,,,00001010,10,01111011,123,,10,123
,,,,,00001010,10,01111110,126,,10,126
,,,,,00001010,10,01111111,127,,10,127
,,,,,00001010,10,10001010,138,,10,138
,,,,,00001010,10,10001011,139,,10,139
,,,,,00001010,10,10001110,142,,10,142
,,,,,00001010,10,10001111,143,,10,143
,,,,,00001010,10,10011010,154,,10,154
,,,,,00001010,10,10011011,155,,10,155
,,,,,00001010,10,10011110,158,,10,158
,,,,,00001010,10,10011111,159,,10,159
,,,,,00001010,10,10101010,170,,10,170
,,,,,00001010,10,10101011,171,,10,171
,,,,,00001010,10,10101110,174,,10,174
,,,,,00001010,10,10101111,175,,10,175
,,,,,00001010,10,10111010,186,,10,186
,,,,,00001010,10,10111011,187,,10,187
,,,,,00001010,10,10111110,190,,10,190
,,,,,00001010,10,10111111,191,,10,191
,,,,,00001010,10,11001010,202,,10,202
,,,,,00001010,10,11001011,203,,10,203
,,,,,00001010,10,11001110,206,,10,206
,,,,,00001010,10,11001111,207,,10,207
,,,,,00001010,10,11011010,218,,10,218
,,,,,00001010,10,11011011,219,,10,219
,,,,,00001010,10,11011110,222,,10,222
,,,,,00001010,10,11011111,223,,10,223
,,,,,00001010,10,11101010,234,,10,234
,,,,,00001010,10,11101011,235,,10,235
,,,,,00001010,10,11101110,238,,10,238
,,,,,00001010,10,11101111,239,,10,239
,,,,,00001010,10,11111010,250,,10,250
,,,,,00001010,10,11111011,251,,10,251
,,,,,00001010,10,11111110,254,,10,254
,,,,,00001010,10,11111111,255,,10,255
,,,,,00001011,11,00001011,11,,11,11
,,,,,00001011,11,00001111,15,,11,15
,,,,,00001011,11,00011011,27,,11,27
,,,,,00001011,11,00011111,31,,11,31
,,,,,00001011,11,00101011,43,,11,43
,,,,,00001011,11,00101111,47,,11,47
,,,,,00001011,11,00111011,59,,11,59
,,,,,00001011,11,00111111,63,,11,63
,,,,,00001011,11,01001011,75,,11,75
,,,,,00001011,11,01001111,79,,11,79
,,,,,00001011,11,01011011,91,,11,91
,,,,,00001011,11,01011111,95,,11,95
,,,,,00001011,11,01101011,107,,11,107
,,,,,00001011,11,01101111,111,,11,111
,,,,,00001011,11,01111011,123,,11,123
,,,,,00001011,11,01111111,127,,11,127
,,,,,00001011,11,10001011,139,,11,139
,,,,,00001011,11,10001111,143,,11,143
,,,,,00001011,11,10011011,155,,11,155
,,,,,00001011,11,10011111,159,,11,159
,,,,,00001011,11,10101011,171,,11,171
,,,,,00001011,11,10101111,175,,11,175
,,,,,00001011,11,10111011,187,,11,187
,,,,,00001011,11,10111111,191,,11,191
,,,,,00001011,11,11001011,203,,11,203
,,,,,00001011,11,11001111,207,,11,207
,,,,,00001011,11,11011011,219,,11,219
,,,,,00001011,11,11011111,223,,11,223
,,,,,00001011,11,11101011,235,,11,235
,,,,,00001011,11,11101111,239,,11,239
,,,,,00001011,11,11111011,251,,11,251
,,,,,00001011,11,11111111,255,,11,255
,,,,,00001100,12,00001100,12,,12,12
,,,,,00001100,12,00001101,13,,12,13
,,,,,00001100,12,00001110,14,,12,14
,,,,,00001100,12,00001111,15,,12,15
,,,,,00001100,12,00011100,28,,12,28
,,,,,00001100,12,00011101,29,,12,29
,,,,,00001100,12,00011110,30,,12,30
